"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","WEEK","BATCH","prolific_id","week","batch","realtime","success","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","eventType","view_history","slider_start","which_type","canvas_config","goals_layout","control_level","trial_number","tutorial_trial_number","trial_start_time","phase1_start_time","phase2_start_time","phase3_start_time","goal_1_value","goal_1_distance","goal_2_value","goal_2_distance","goal_selected","outcome","outcome_total","participant_final_score","participant_initial_score","participant_final_score_prop","goal_choice_rt","allocated_time","allocated_time_remaining","goal_direction","counts","mouse_movements","key_presses"
"8967","1753874136364","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for participanting in our experiment again! You will be asked to play the Dysfunctional Ball Game again. We will briefly recap the rules before we start.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to continue.</p>","0","custom-html-button-response","0","9174","0.0-0.0","287","1","2025-07-30 11:12:55","1f75c3e559b7213887762d5229550c2b","102.66.142.102","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","60f41ae35227aa02240ba0d9","6877631c9844ddd5501205fc","6889f9f46eba66e5c8f25b57","3","1","60f41ae35227aa02240ba0d9","3","1","2025-07-30T11:15:36.396Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10001","","","","fullscreen","1","21040","0.0-1.0","287","1","2025-07-30 11:12:55","1f75c3e559b7213887762d5229550c2b","102.66.142.102","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","60f41ae35227aa02240ba0d9","6877631c9844ddd5501205fc","6889f9f46eba66e5c8f25b57","3","1","60f41ae35227aa02240ba0d9","3","1","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2084","1753874150352","<p style='font-size:1.1em;line-height:1.25'>In the following, we will ask you a few questions relating to your feelings in the last 24 hours.<br></p><p style='font-size:1.1em;line-height:1.25'>Press the <strong>Next</strong> button to continue.</p>","0","custom-html-button-response","2","23134","0.0-2.0-0.0","287","1","2025-07-30 11:12:55","1f75c3e559b7213887762d5229550c2b","102.66.142.102","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","60f41ae35227aa02240ba0d9","6877631c9844ddd5501205fc","6889f9f46eba66e5c8f25b57","3","1","60f41ae35227aa02240ba0d9","3","1","2025-07-30T11:15:50.355Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"141344.69999999995","","","","survey-template","3","165835","0.0-2.0-1.0","287","1","2025-07-30 11:12:55","1f75c3e559b7213887762d5229550c2b","102.66.142.102","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","60f41ae35227aa02240ba0d9","6877631c9844ddd5501205fc","6889f9f46eba66e5c8f25b57","3","1","60f41ae35227aa02240ba0d9","3","1","2025-07-30T11:18:13.086Z","","{""Q01"":""0"",""Q02"":""0"",""Q03"":""0"",""Q04"":""0"",""Q05"":""0"",""Q06"":""0"",""Q07"":""0"",""Q08"":""0"",""Q09"":""0"",""Q10"":""0"",""Q11"":""0"",""Q12"":""0"",""Q13"":""5"",""Q14"":""1"",""Q15"":""0"",""Q16"":""0"",""Q17"":""0"",""Q18"":""0"",""Q19"":""1"",""Q20"":""0"",""Q21"":""0"",""Q22"":""0""}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]","[""Q01"",""Q02"",""Q03"",""Q04"",""Q05"",""Q06"",""Q07"",""Q08"",""Q09"",""Q10"",""Q11"",""Q12"",""Q13"",""Q14"",""Q14"",""Q15"",""Q15"",""Q16"",""Q17"",""Q18"",""Q19"",""Q20"",""Q21"",""Q22""]","[8538.09999999986,9815,11710.09999999986,12967.899999999907,13968.09999999986,18079.300000000047,20167,21080.300000000047,22159.09999999986,24976.300000000047,26494.300000000047,28790.899999999907,33526.30000000005,42598.89999999991,44902.59999999986,81920.5,82854.09999999986,86270.30000000005,93008.30000000005,93042.19999999995,127463.30000000005,131510.30000000005,135046.59999999986,137430.59999999986]","[]","[0.30000000004656613,6855.300000000047,8538.09999999986,9815,11710.09999999986,12967.899999999907,13968.09999999986,18079.300000000047,20167,21080.300000000047,22159.09999999986,24976.300000000047,26494.300000000047,28790.899999999907,32078.899999999907,33526.30000000005,42598.89999999991,44902.59999999986,81920.5,82854.09999999986,86270.30000000005,93008.30000000005,93042.19999999995,127463.30000000005,131510.30000000005,135046.59999999986,137430.59999999986,139666.30000000005]","0.8636363636363636","0.19047619047619047","0","drsp","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21675.700000000186","","","","survey-template","4","189053","0.0-2.0-2.0","287","1","2025-07-30 11:12:55","1f75c3e559b7213887762d5229550c2b","102.66.142.102","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","60f41ae35227aa02240ba0d9","6877631c9844ddd5501205fc","6889f9f46eba66e5c8f25b57","3","1","60f41ae35227aa02240ba0d9","3","1","2025-07-30T11:18:36.276Z","","{""Q01"":""0"",""Q02"":""2"",""Q03"":""0""}","[0,1,2]","[""Q01"",""Q02"",""Q03""]","[9612.600000000093,16076.5,20652]","[]","[9612.600000000093,16076.5,20652,21668]","0.6666666666666666","0","0","stress","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4127","","","","instructions","5","193224","0.0-3.0-0.0","287","1","2025-07-30 11:12:55","1f75c3e559b7213887762d5229550c2b","102.66.142.102","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","60f41ae35227aa02240ba0d9","6877631c9844ddd5501205fc","6889f9f46eba66e5c8f25b57","3","1","60f41ae35227aa02240ba0d9","3","1","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":4067}]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6195","","<p>Before you start with this game please answer the following three questions yourself. </p>
  <p>Through this game, we measure several aspects of your cognitive performance, such as reaction times, multi-tasking capabilities </p>
  <p>and the ability to assess the situation you are in.</p>
  <p></p>
  <p><b>How good do you usually are in such tasks?</b></p>","97","html-slider-response","6","199574","0.0-4.0-0.0","287","1","2025-07-30 11:12:55","1f75c3e559b7213887762d5229550c2b","102.66.142.102","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","60f41ae35227aa02240ba0d9","6877631c9844ddd5501205fc","6889f9f46eba66e5c8f25b57","3","1","60f41ae35227aa02240ba0d9","3","1","2025-07-30T11:18:46.813Z","","","","","","","","","","","PreSkillQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3432","","<div style=""width:500px;"">
  <p>How well do you think you will perform in this task compared to other participants?</p>
  </div>","80","html-slider-response","7","203043","0.0-4.0-1.0","287","1","2025-07-30 11:12:55","1f75c3e559b7213887762d5229550c2b","102.66.142.102","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","60f41ae35227aa02240ba0d9","6877631c9844ddd5501205fc","6889f9f46eba66e5c8f25b57","3","1","60f41ae35227aa02240ba0d9","3","1","2025-07-30T11:18:50.264Z","","","","","","","","","","","PrePerfQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7477","","<div style=""width:500px;"">
  <p>What best describes how you currently feel?</p>
  </div>","31","html-slider-response","8","210524","0.0-4.0-2.0","287","1","2025-07-30 11:12:55","1f75c3e559b7213887762d5229550c2b","102.66.142.102","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","60f41ae35227aa02240ba0d9","6877631c9844ddd5501205fc","6889f9f46eba66e5c8f25b57","3","1","60f41ae35227aa02240ba0d9","3","1","2025-07-30T11:18:57.745Z","","","","","","","","","","","PreMotivationQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","ctl-task-cpt","9","417343","0.0-5.0-0.0","287","1","2025-07-30 11:12:55","1f75c3e559b7213887762d5229550c2b","102.66.142.102","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","60f41ae35227aa02240ba0d9","6877631c9844ddd5501205fc","6889f9f46eba66e5c8f25b57","3","1","60f41ae35227aa02240ba0d9","3","1","2025-07-30T11:22:25.086Z","","","","","","","","","","","","","","win-only","3","g1:SW,g2:NE","1","1","0","365469.9","171135.7","178462.2","202699","1","4","4","6","2","-4","-4","0","0","0","7300.2","3000","-2225","[""up"",""right""]","{""num_key_presses"":0,""num_perfect"":0,""num_errors"":0,""num_randdir"":0,""num_randdir_good_moves"":0,""num_whilered"":0,""num_whileblue"":0,""num_blue"":0,""num_good_moves"":0}","[298.22232142857143,296.12857142857143,2927]","[]"
