"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","WEEK","BATCH","prolific_id","week","batch","realtime","success","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","eventType","view_history","slider_start","which_type","canvas_config","goals_layout","control_level","trial_number","tutorial_trial_number","trial_start_time","phase1_start_time","phase2_start_time","phase3_start_time","goal_1_value","goal_1_distance","goal_2_value","goal_2_distance","goal_selected","outcome","outcome_total","participant_final_score","participant_initial_score","participant_final_score_prop","goal_choice_rt","allocated_time","allocated_time_remaining","goal_direction","counts","mouse_movements","key_presses"
"27174","1753252611423","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for participanting in our experiment again! You will be asked to play the Dysfunctional Ball Game again. We will briefly recap the rules before we start.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to continue.</p>","0","custom-html-button-response","0","27188","0.0-0.0","154","1","2025-07-23 06:35:56","1f75c3e559b7213887762d5229550c2b","41.122.19.56","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7,af;q=0.6","67b89f64c09d83ec36fdd403","683db9eb0562dbf637994deb","68808187ec33e8c15751eef5","2","1","67b89f64c09d83ec36fdd403","2","1","2025-07-23T06:36:51.430Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24108","","","","fullscreen","1","52317","0.0-1.0","154","1","2025-07-23 06:35:56","1f75c3e559b7213887762d5229550c2b","41.122.19.56","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7,af;q=0.6","67b89f64c09d83ec36fdd403","683db9eb0562dbf637994deb","68808187ec33e8c15751eef5","2","1","67b89f64c09d83ec36fdd403","2","1","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4915","1753252641482","<p style='font-size:1.1em;line-height:1.25'>In the following, we will ask you a few questions relating to your feelings in the last 24 hours.<br></p><p style='font-size:1.1em;line-height:1.25'>Press the <strong>Next</strong> button to continue.</p>","0","custom-html-button-response","2","57242","0.0-2.0-0.0","154","1","2025-07-23 06:35:56","1f75c3e559b7213887762d5229550c2b","41.122.19.56","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7,af;q=0.6","67b89f64c09d83ec36fdd403","683db9eb0562dbf637994deb","68808187ec33e8c15751eef5","2","1","67b89f64c09d83ec36fdd403","2","1","2025-07-23T06:37:21.484Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76103.5","","","","survey-template","3","133375","0.0-2.0-1.0","154","1","2025-07-23 06:35:56","1f75c3e559b7213887762d5229550c2b","41.122.19.56","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7,af;q=0.6","67b89f64c09d83ec36fdd403","683db9eb0562dbf637994deb","68808187ec33e8c15751eef5","2","1","67b89f64c09d83ec36fdd403","2","1","2025-07-23T06:38:37.617Z","","{""Q01"":""2"",""Q02"":""2"",""Q03"":""2"",""Q04"":""1"",""Q05"":""2"",""Q06"":""1"",""Q07"":""1"",""Q08"":""1"",""Q09"":""2"",""Q10"":""1"",""Q11"":""1"",""Q12"":""1"",""Q13"":""5"",""Q14"":""1"",""Q15"":""1"",""Q16"":""1"",""Q17"":""1"",""Q18"":""1"",""Q19"":""1"",""Q20"":""1"",""Q21"":""1"",""Q22"":""1""}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]","[""Q01"",""Q02"",""Q03"",""Q04"",""Q05"",""Q06"",""Q07"",""Q08"",""Q09"",""Q10"",""Q10"",""Q11"",""Q12"",""Q13"",""Q13"",""Q14"",""Q15"",""Q16"",""Q17"",""Q18"",""Q19"",""Q20"",""Q21"",""Q22""]","[18239.40000000596,20056.10000000894,23153.20000000298,23772.40000000596,25156,25951.80000001192,27289,27738.90000000596,28405.80000001192,31705.70000000298,32003.80000001192,32921.90000000596,33500.80000001192,33837.80000001192,49384.30000001192,55690.10000000894,58917.90000000596,61600.70000000298,65021.30000001192,65504.30000001192,67917.30000001192,68216.60000000894,69588.40000000596,72234]","[]","[0.20000000298023224,18239.40000000596,20056.10000000894,23153.20000000298,23772.40000000596,25156,25951.80000001192,27289,27738.90000000596,28405.80000001192,31705.70000000298,32003.80000001192,32921.90000000596,33500.80000001192,33837.80000001192,49384.30000001192,54644,55690.10000000894,58917.90000000596,61600.70000000298,65021.30000001192,65504.30000001192,67917.30000001192,68216.60000000894,69588.40000000596,69949.40000000596,71179.90000000596,72234,76085]","0.7272727272727273","0.23809523809523808","0","drsp","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10695.09999999404","","","","survey-template","4","144077","0.0-2.0-2.0","154","1","2025-07-23 06:35:56","1f75c3e559b7213887762d5229550c2b","41.122.19.56","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7,af;q=0.6","67b89f64c09d83ec36fdd403","683db9eb0562dbf637994deb","68808187ec33e8c15751eef5","2","1","67b89f64c09d83ec36fdd403","2","1","2025-07-23T06:38:48.318Z","","{""Q01"":""1"",""Q02"":""3"",""Q03"":""1""}","[0,1,2]","[""Q01"",""Q02"",""Q03""]","[3961.699999988079,5296.5,6329.5999999940395]","[]","[3961.699999988079,5296.5,6329.5999999940395,10693.5]","0.6666666666666666","1","0","stress","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13063","","","","instructions","5","157142","0.0-3.0-0.0","154","1","2025-07-23 06:35:56","1f75c3e559b7213887762d5229550c2b","41.122.19.56","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7,af;q=0.6","67b89f64c09d83ec36fdd403","683db9eb0562dbf637994deb","68808187ec33e8c15751eef5","2","1","67b89f64c09d83ec36fdd403","2","1","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":13062}]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4543","","<p>Before you start with this game please answer the following three questions yourself. </p>
  <p>Through this game, we measure several aspects of your cognitive performance, such as reaction times, multi-tasking capabilities </p>
  <p>and the ability to assess the situation you are in.</p>
  <p></p>
  <p><b>How good do you usually are in such tasks?</b></p>","92","html-slider-response","6","161692","0.0-4.0-0.0","154","1","2025-07-23 06:35:56","1f75c3e559b7213887762d5229550c2b","41.122.19.56","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7,af;q=0.6","67b89f64c09d83ec36fdd403","683db9eb0562dbf637994deb","68808187ec33e8c15751eef5","2","1","67b89f64c09d83ec36fdd403","2","1","2025-07-23T06:39:05.934Z","","","","","","","","","","","PreSkillQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3795","","<div style=""width:500px;"">
  <p>How well do you think you will perform in this task compared to other participants?</p>
  </div>","83","html-slider-response","7","165491","0.0-4.0-1.0","154","1","2025-07-23 06:35:56","1f75c3e559b7213887762d5229550c2b","41.122.19.56","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7,af;q=0.6","67b89f64c09d83ec36fdd403","683db9eb0562dbf637994deb","68808187ec33e8c15751eef5","2","1","67b89f64c09d83ec36fdd403","2","1","2025-07-23T06:39:09.732Z","","","","","","","","","","","PrePerfQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2964","","<div style=""width:500px;"">
  <p>What best describes how you currently feel?</p>
  </div>","100","html-slider-response","8","168457","0.0-4.0-2.0","154","1","2025-07-23 06:35:56","1f75c3e559b7213887762d5229550c2b","41.122.19.56","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7,af;q=0.6","67b89f64c09d83ec36fdd403","683db9eb0562dbf637994deb","68808187ec33e8c15751eef5","2","1","67b89f64c09d83ec36fdd403","2","1","2025-07-23T06:39:12.699Z","","","","","","","","","","","PreMotivationQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","ctl-task-cpt","9","184891","0.0-5.0-0.0","154","1","2025-07-23 06:35:56","1f75c3e559b7213887762d5229550c2b","41.122.19.56","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7,af;q=0.6","67b89f64c09d83ec36fdd403","683db9eb0562dbf637994deb","68808187ec33e8c15751eef5","2","1","67b89f64c09d83ec36fdd403","2","1","2025-07-23T06:39:29.132Z","","","","","","","","","","","","","","win-only","1","g1:NE,g2:SW","1","1","0","203424.1","3020.5","8025.7","13411.3","1","4","4","6","2","-4","-4","0","0","0","3097.5","3000","-1650","[""down"",""left""]","{""num_key_presses"":0,""num_perfect"":0,""num_errors"":0,""num_randdir"":0,""num_randdir_good_moves"":0,""num_whilered"":0,""num_whileblue"":0,""num_blue"":0,""num_good_moves"":0}","[591.794658115932,595.982137135097,5.3,591.794658115932,595.982137135097,289.9,591.794658115932,595.982137135097,390.4,591.794658115932,595.982137135097,490.5,591.794658115932,595.982137135097,591.4,591.794658115932,595.982137135097,709.5,591.794658115932,595.982137135097,812.4,591.794658115932,595.982137135097,924.2,591.794658115932,595.982137135097,1039.9,591.794658115932,595.982137135097,1158.5,591.794658115932,595.982137135097,1260.4,591.794658115932,595.982137135097,1360.4,591.794658115932,595.982137135097,1471.4,591.794658115932,595.982137135097,1575.4,591.794658115932,595.982137135097,1675.4,591.794658115932,595.982137135097,1775.4,591.794658115932,595.982137135097,1875.5,591.794658115932,595.982137135097,1975.5,591.794658115932,595.982137135097,2077.2,591.794658115932,595.982137135097,2180.8,591.794658115932,595.982137135097,2280.7,591.794658115932,595.982137135097,2381.7,591.794658115932,595.982137135097,2513.3,591.794658115932,595.982137135097,2617,591.794658115932,595.982137135097,2721.9,591.794658115932,595.982137135097,2825.3,591.794658115932,595.982137135097,2925.4,591.794658115932,595.982137135097,3031.6,140.7946447644915,1030.982137135097,3145.5,140.7946447644915,1030.982137135097,3246.3,140.7946447644915,1030.982137135097,3370.1,140.7946447644915,1030.982137135097,3478.5,140.7946447644915,1030.982137135097,3581.1,140.7946447644915,1030.982137135097,3696.2,140.7946447644915,1030.982137135097,3796.3,140.7946447644915,1030.982137135097,3899.8,140.7946447644915,1030.982137135097,4030.1,140.7946447644915,1030.982137135097,4134.5,140.7946447644915,1030.982137135097,4239.6,140.7946447644915,1030.982137135097,4341.5,140.7946447644915,1030.982137135097,4446.9,140.7946447644915,1030.982137135097,4548.6,140.7946447644915,1030.982137135097,4658.5,140.7946447644915,1030.982137135097,4762,140.7946447644915,1030.982137135097,4862,140.7946447644915,1030.982137135097,4968.2]","[]"
