"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","prolific_id","realtime","view_history","question_order","consent","success","question_id","eventType","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","which_type","canvas_config","goals_layout","control_level","trial_number","tutorial_trial_number","trial_start_time","phase1_start_time","phase2_start_time","phase3_start_time","goal_1_value","goal_1_distance","goal_2_value","goal_2_distance","goal_selected","outcome","outcome_total","participant_final_score","participant_initial_score","participant_final_score_prop","goal_choice_rt","allocated_time","allocated_time_remaining","goal_direction","counts","mouse_movements","key_presses","correct"
"6052","1752056221797","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for your interest in our experiment! Before you begin, it is important that we obtain your informed consent to participate in the study.</p><p style='font-size:1.1em;line-height:1.25'>On the next screen will be an <strong>information sheet</strong> for you to read. To participate in the study we need you to read this information sheet and the following consent form carefully. If you agree with all the statements, please click the <strong>I agree</strong> button.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to read the information sheet.</p>","0","custom-html-button-response","0","6056","0.0-0.0","262","1","2025-07-09 10:16:53","7701e855f2ef39aa3fd6c71abdc6918a","165.16.185.59","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36","WebKit","Chrome","137.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","67d44f7b5aa0e4e0e803aadb","686d226cabeef709c732f8e1","686e312e58a177c286f36f71","67d44f7b5aa0e4e0e803aadb","2025-07-09T10:17:01.801Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8736","","","","instructions","1","14799","0.0-1.0","262","1","2025-07-09 10:16:53","7701e855f2ef39aa3fd6c71abdc6918a","165.16.185.59","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36","WebKit","Chrome","137.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","67d44f7b5aa0e4e0e803aadb","686d226cabeef709c732f8e1","686e312e58a177c286f36f71","67d44f7b5aa0e4e0e803aadb","","[{""page_index"":0,""viewing_time"":4345},{""page_index"":1,""viewing_time"":4390}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4403","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":""I agree""}","survey-multi-choice","2","19209","0.0-2.0","262","1","2025-07-09 10:16:53","7701e855f2ef39aa3fd6c71abdc6918a","165.16.185.59","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36","WebKit","Chrome","137.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","67d44f7b5aa0e4e0e803aadb","686d226cabeef709c732f8e1","686e312e58a177c286f36f71","67d44f7b5aa0e4e0e803aadb","","","[0,1,2,3,4,5,6]","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4174","","","","fullscreen","3","24390","0.0-4.0","262","1","2025-07-09 10:16:53","7701e855f2ef39aa3fd6c71abdc6918a","165.16.185.59","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36","WebKit","Chrome","137.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","67d44f7b5aa0e4e0e803aadb","686d226cabeef709c732f8e1","686e312e58a177c286f36f71","67d44f7b5aa0e4e0e803aadb","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3015","1752056243152"," <p style='font-size:1.1em;line-height:1.25'>Thank you for completing the consent form and closing all other tabs.</p><p style='font-size:1.1em;line-height:1.25'>We will now invite you to fill in some demographic information and questionnaires, before starting the game.<br>This will take about 5 minutes.<br></p><p style='font-size:1.1em;line-height:1.25'>Press the <strong>Next</strong> button to continue.</p>","0","custom-html-button-response","4","27409","0.0-5.0","262","1","2025-07-09 10:16:53","7701e855f2ef39aa3fd6c71abdc6918a","165.16.185.59","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36","WebKit","Chrome","137.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","67d44f7b5aa0e4e0e803aadb","686d226cabeef709c732f8e1","686e312e58a177c286f36f71","67d44f7b5aa0e4e0e803aadb","2025-07-09T10:17:23.153Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4614","","","{""age"":""30""}","survey-text","5","32028","0.0-6.0-0.0","262","1","2025-07-09 10:16:53","7701e855f2ef39aa3fd6c71abdc6918a","165.16.185.59","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36","WebKit","Chrome","137.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","67d44f7b5aa0e4e0e803aadb","686d226cabeef709c732f8e1","686e312e58a177c286f36f71","67d44f7b5aa0e4e0e803aadb","","","","","","0","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3475","","","{""gender_identity"":""female/woman""}","survey-multi-choice","6","35506","0.0-6.0-1.0","262","1","2025-07-09 10:16:53","7701e855f2ef39aa3fd6c71abdc6918a","165.16.185.59","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36","WebKit","Chrome","137.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","67d44f7b5aa0e4e0e803aadb","686d226cabeef709c732f8e1","686e312e58a177c286f36f71","67d44f7b5aa0e4e0e803aadb","","","[0]","","","1","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3547","","","{""assigned_sex"":""female""}","survey-multi-choice","7","39056","0.0-6.0-2.0","262","1","2025-07-09 10:16:53","7701e855f2ef39aa3fd6c71abdc6918a","165.16.185.59","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36","WebKit","Chrome","137.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","67d44f7b5aa0e4e0e803aadb","686d226cabeef709c732f8e1","686e312e58a177c286f36f71","67d44f7b5aa0e4e0e803aadb","","","[0]","","","2","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4630","","","{""menstrual_cycle"":""Yes""}","survey-multi-choice","8","43691","0.0-6.0-3.0","262","1","2025-07-09 10:16:53","7701e855f2ef39aa3fd6c71abdc6918a","165.16.185.59","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36","WebKit","Chrome","137.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","67d44f7b5aa0e4e0e803aadb","686d226cabeef709c732f8e1","686e312e58a177c286f36f71","67d44f7b5aa0e4e0e803aadb","","","[0]","","","4","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4195","","","{""education"":""Master's Degree (e.g., MSc)""}","survey-multi-choice","9","47889","0.0-6.0-4.0","262","1","2025-07-09 10:16:53","7701e855f2ef39aa3fd6c71abdc6918a","165.16.185.59","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36","WebKit","Chrome","137.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","67d44f7b5aa0e4e0e803aadb","686d226cabeef709c732f8e1","686e312e58a177c286f36f71","67d44f7b5aa0e4e0e803aadb","","","[0]","","","5","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
