"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","prolific_id","realtime","view_history","question_order","consent","success","question_id","eventType"
"544817","1752060307919","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for your interest in our experiment! Before you begin, it is important that we obtain your informed consent to participate in the study.</p><p style='font-size:1.1em;line-height:1.25'>On the next screen will be an <strong>information sheet</strong> for you to read. To participate in the study we need you to read this information sheet and the following consent form carefully. If you agree with all the statements, please click the <strong>I agree</strong> button.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to read the information sheet.</p>","0","custom-html-button-response","0","544821","0.0-0.0","277","1","2025-07-09 11:15:52","7701e855f2ef39aa3fd6c71abdc6918a","194.50.144.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,zh-CN;q=0.8,zh;q=0.7","67882f09d81a89e769f8f51f","686d226cabeef709c732f8e1","686e4efd129a93e64bdf3ca1","67882f09d81a89e769f8f51f","2025-07-09T11:25:07.921Z","","","","","",""
"54819","","","","instructions","1","599642","0.0-1.0","277","1","2025-07-09 11:15:52","7701e855f2ef39aa3fd6c71abdc6918a","194.50.144.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,zh-CN;q=0.8,zh;q=0.7","67882f09d81a89e769f8f51f","686d226cabeef709c732f8e1","686e4efd129a93e64bdf3ca1","67882f09d81a89e769f8f51f","","[{""page_index"":0,""viewing_time"":14655},{""page_index"":1,""viewing_time"":40163}]","","","","",""
"43822","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":""I agree""}","survey-multi-choice","2","643469","0.0-2.0","277","1","2025-07-09 11:15:52","7701e855f2ef39aa3fd6c71abdc6918a","194.50.144.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,zh-CN;q=0.8,zh;q=0.7","67882f09d81a89e769f8f51f","686d226cabeef709c732f8e1","686e4efd129a93e64bdf3ca1","67882f09d81a89e769f8f51f","","","[0,1,2,3,4,5,6]","true","","",""
"164800","","","","fullscreen","3","809285","0.0-4.0","277","1","2025-07-09 11:15:52","7701e855f2ef39aa3fd6c71abdc6918a","194.50.144.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,zh-CN;q=0.8,zh;q=0.7","67882f09d81a89e769f8f51f","686d226cabeef709c732f8e1","686e4efd129a93e64bdf3ca1","67882f09d81a89e769f8f51f","","","","","true","",""
"58282","1752060630671"," <p style='font-size:1.1em;line-height:1.25'>Thank you for completing the consent form and closing all other tabs.</p><p style='font-size:1.1em;line-height:1.25'>We will now invite you to fill in some demographic information and questionnaires, before starting the game.<br>This will take about 5 minutes.<br></p><p style='font-size:1.1em;line-height:1.25'>Press the <strong>Next</strong> button to continue.</p>","0","custom-html-button-response","4","867572","0.0-5.0","277","1","2025-07-09 11:15:52","7701e855f2ef39aa3fd6c71abdc6918a","194.50.144.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,zh-CN;q=0.8,zh;q=0.7","67882f09d81a89e769f8f51f","686d226cabeef709c732f8e1","686e4efd129a93e64bdf3ca1","67882f09d81a89e769f8f51f","2025-07-09T11:30:30.672Z","","","","","",""
"9759","","","{""age"":""31""}","survey-text","5","877338","0.0-6.0-0.0","277","1","2025-07-09 11:15:52","7701e855f2ef39aa3fd6c71abdc6918a","194.50.144.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,zh-CN;q=0.8,zh;q=0.7","67882f09d81a89e769f8f51f","686d226cabeef709c732f8e1","686e4efd129a93e64bdf3ca1","67882f09d81a89e769f8f51f","","","","","","0","demographics"
"88774","","","{""gender_identity"":""female/woman""}","survey-multi-choice","6","966115","0.0-6.0-1.0","277","1","2025-07-09 11:15:52","7701e855f2ef39aa3fd6c71abdc6918a","194.50.144.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,zh-CN;q=0.8,zh;q=0.7","67882f09d81a89e769f8f51f","686d226cabeef709c732f8e1","686e4efd129a93e64bdf3ca1","67882f09d81a89e769f8f51f","","","[0]","","","1","demographics"
"12507","","","{""assigned_sex"":""female""}","survey-multi-choice","7","978625","0.0-6.0-2.0","277","1","2025-07-09 11:15:52","7701e855f2ef39aa3fd6c71abdc6918a","194.50.144.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,zh-CN;q=0.8,zh;q=0.7","67882f09d81a89e769f8f51f","686d226cabeef709c732f8e1","686e4efd129a93e64bdf3ca1","67882f09d81a89e769f8f51f","","","[0]","","","2","demographics"
"8341","","","{""menstrual_cycle"":""Yes""}","survey-multi-choice","8","986968","0.0-6.0-3.0","277","1","2025-07-09 11:15:52","7701e855f2ef39aa3fd6c71abdc6918a","194.50.144.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,zh-CN;q=0.8,zh;q=0.7","67882f09d81a89e769f8f51f","686d226cabeef709c732f8e1","686e4efd129a93e64bdf3ca1","67882f09d81a89e769f8f51f","","","[0]","","","4","demographics"
"121308","","","{""education"":""Doctoral Degree (e.g., PhD)""}","survey-multi-choice","9","1108279","0.0-6.0-4.0","277","1","2025-07-09 11:15:52","7701e855f2ef39aa3fd6c71abdc6918a","194.50.144.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,zh-CN;q=0.8,zh;q=0.7","67882f09d81a89e769f8f51f","686d226cabeef709c732f8e1","686e4efd129a93e64bdf3ca1","67882f09d81a89e769f8f51f","","","[0]","","","5","demographics"
